# Série;Designação da série (PT);Métrica;Unidade de Medida;Período de referência;Valor;Estado
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-06-30;5173.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-07-31;5493.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-08-31;5734.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-09-30;5629.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-10-31;5993.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-11-30;6161.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2010-12-31;4706.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-01-31;4957.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-02-28;5311.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-03-31;5384.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-04-30;5596;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-05-31;5908.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-06-30;5779.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-07-31;6007.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-08-31;6471.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-09-30;6730;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-10-31;7142.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-11-30;7592.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2011-12-31;6878.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-01-31;7633.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-02-29;8290.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-03-31;8300.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-04-30;8968.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-05-31;9426.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-06-30;9539;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-07-31;10128.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-08-31;10644.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-09-30;10287.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-10-31;10684.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-11-30;10836.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2012-12-31;9950.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-01-31;10291.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-02-28;10865.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-03-31;11004.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-04-30;11434.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-05-31;11825.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-06-30;11670.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-07-31;11809.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-08-31;12019.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-09-30;11994.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-10-31;12075.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-11-30;12328;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2013-12-31;11743.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-01-31;11953;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-02-28;12251.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-03-31;12163.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-04-30;12496.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-05-31;12611.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-06-30;12574.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-07-31;12656;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-08-31;12858.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-09-30;12936;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-10-31;13074.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-11-30;13247.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2014-12-31;12275.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-01-31;12510.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-02-28;12915.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-03-31;12851.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-04-30;13208.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-05-31;13355.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-06-30;13369.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-07-31;13412.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-08-31;13682.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-09-30;13557.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-10-31;13581.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-11-30;13479.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2015-12-31;12536.8;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-01-31;12590.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-02-29;12855.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-03-31;12858.9;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-04-30;12984.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-05-31;13109.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-06-30;12878.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-07-31;12926.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-08-31;12959.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-09-30;12772.1;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-10-31;12879.6;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-11-30;12817.3;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2016-12-31;11563.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-01-31;11495.7;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-02-28;11516;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-03-31;11203.4;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-04-30;11055.5;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-05-31;11050.2;
12528879;Empréstimos vencidos-SNF-PRT-M€ (OIFM);Valor em fim do período;Milhões de euros;2017-06-30;10618.1;
